drug_name,medical_condition,drug_classes,activity,pregnancy_category,rating,no_of_reviews,side_effect_categories
1304,Osteoarthritis,190,2.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'vision', 'weight_appetite', 'blood_pressure']"
1628,Osteoarthritis,190,2.0,2,8.2,5.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'weight_appetite', 'blood_pressure']"
1709,Osteoarthritis,190,2.0,3,0.0,0.0,['other']
2042,Osteoarthritis,190,2.0,2,7.3,4.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'weight_appetite', 'blood_pressure']"
2198,Osteoarthritis,258,2.0,2,0.0,0.0,['other']
2347,Osteoarthritis,221,2.0,2,5.5,2.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'vision', 'hearing', 'weight_appetite', 'blood_pressure']"
2371,Osteoarthritis,193,2.0,4,5.6,9.0,"['gastrointestinal', 'allergic', 'muscle_pain', 'cardiovascular']"
2472,Osteoarthritis,190,2.0,2,5.8,4.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'vision', 'weight_appetite', 'blood_pressure']"
2830,Osteoarthritis,258,2.0,2,0.0,0.0,"['allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'vision', 'weight_appetite', 'blood_pressure']"
485,Osteoarthritis,124,1.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'mental_health', 'vision', 'sexual_health', 'weight_appetite']"
502,Osteoarthritis,273,1.0,4,7.5,10.0,"['allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'vision']"
612,Osteoarthritis,175,1.0,1,5.1,30.0,"['allergic', 'muscle_pain']"
670,Osteoarthritis,124,1.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'mental_health', 'vision', 'sexual_health', 'weight_appetite']"
783,Osteoarthritis,190,1.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'vision', 'hearing', 'weight_appetite', 'blood_pressure']"
859,Osteoarthritis,124,1.0,4,0.0,1.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'sleep_disorder', 'vision', 'weight_appetite', 'blood_pressure']"
903,Osteoarthritis,190,1.0,2,8.0,1.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'weight_appetite', 'blood_pressure']"
1219,Osteoarthritis,190,1.0,2,4.8,31.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'weight_appetite', 'blood_pressure']"
1239,Osteoarthritis,271,1.0,4,6.2,242.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain']"
1470,Osteoarthritis,271,1.0,4,6.0,275.0,"['allergic', 'neurological', 'muscle_pain', 'dermatological']"
1539,Osteoarthritis,190,1.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'mental_health', 'vision', 'hearing', 'weight_appetite', 'blood_pressure']"
1687,Osteoarthritis,273,1.0,4,7.5,9.0,"['neurological', 'cardiovascular', 'dermatological', 'vision', 'blood_pressure']"
2030,Osteoarthritis,271,1.0,4,6.3,185.0,"['allergic', 'neurological', 'muscle_pain', 'dermatological']"
2039,Osteoarthritis,193,1.0,4,0.0,0.0,"['gastrointestinal', 'allergic', 'cardiovascular', 'dermatological']"
2413,Osteoarthritis,271,1.0,4,5.3,574.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain']"
2478,Osteoarthritis,271,1.0,4,6.2,49.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain']"
2503,Osteoarthritis,271,1.0,4,6.3,60.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'dermatological', 'systemic']"
2504,Osteoarthritis,271,1.0,4,6.0,163.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'dermatological', 'systemic']"
2865,Osteoarthritis,124,1.0,2,5.7,49.0,"['allergic', 'muscle_pain', 'blood_pressure']"
2891,Osteoarthritis,175,1.0,1,9.0,3.0,"['allergic', 'muscle_pain']"
29,Osteoarthritis,19,0.0,4,0.0,0.0,"['allergic', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'hearing', 'blood_pressure']"
322,Osteoarthritis,259,0.0,4,0.0,0.0,"['allergic', 'cardiovascular', 'dermatological', 'systemic']"
330,Osteoarthritis,259,0.0,4,0.0,0.0,"['allergic', 'cardiovascular', 'dermatological', 'systemic']"
394,Osteoarthritis,175,0.0,1,0.0,0.0,"['allergic', 'cardiovascular', 'dermatological', 'systemic']"
519,Osteoarthritis,259,0.0,4,0.0,0.0,"['allergic', 'muscle_pain', 'dermatological']"
616,Osteoarthritis,175,0.0,1,0.0,0.0,"['allergic', 'muscle_pain']"
620,Osteoarthritis,175,0.0,1,0.0,0.0,"['allergic', 'cardiovascular', 'dermatological', 'systemic']"
621,Osteoarthritis,175,0.0,1,5.0,3.0,"['allergic', 'muscle_pain']"
622,Osteoarthritis,175,0.0,1,1.0,2.0,"['allergic', 'cardiovascular', 'dermatological', 'systemic']"
639,Osteoarthritis,259,0.0,4,0.0,0.0,"['allergic', 'muscle_pain', 'dermatological']"
640,Osteoarthritis,175,0.0,1,0.0,0.0,"['allergic', 'muscle_pain']"
719,Osteoarthritis,221,0.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'systemic', 'hearing', 'blood_pressure']"
726,Osteoarthritis,193,0.0,4,0.0,0.0,"['gastrointestinal', 'allergic', 'muscle_pain', 'cardiovascular']"
994,Osteoarthritis,258,0.0,6,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'blood_pressure']"
998,Osteoarthritis,274,0.0,6,0.0,0.0,['other']
1000,Osteoarthritis,258,0.0,6,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'blood_pressure']"
1100,Osteoarthritis,271,0.0,4,4.2,217.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain']"
1238,Osteoarthritis,259,0.0,4,0.0,0.0,"['allergic', 'muscle_pain', 'dermatological']"
1257,Osteoarthritis,259,0.0,4,0.0,0.0,"['allergic', 'muscle_pain', 'dermatological']"
1267,Osteoarthritis,190,0.0,2,7.0,30.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'vision', 'weight_appetite', 'blood_pressure']"
1281,Osteoarthritis,190,0.0,3,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'vision', 'weight_appetite', 'blood_pressure']"
1282,Osteoarthritis,190,0.0,3,0.0,0.0,"['allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'vision', 'weight_appetite', 'blood_pressure']"
1283,Osteoarthritis,274,0.0,6,0.0,0.0,['other']
1331,Osteoarthritis,190,0.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'vision', 'weight_appetite', 'blood_pressure']"
1375,Osteoarthritis,271,0.0,4,4.4,32.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain']"
1395,Osteoarthritis,193,0.0,4,0.0,0.0,"['gastrointestinal', 'allergic', 'muscle_pain', 'cardiovascular']"
1417,Osteoarthritis,259,0.0,4,0.0,0.0,"['allergic', 'muscle_pain', 'dermatological']"
1441,Osteoarthritis,259,0.0,4,0.0,0.0,"['allergic', 'muscle_pain', 'dermatological']"
1469,Osteoarthritis,271,0.0,4,4.9,10.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain']"
1498,Osteoarthritis,271,0.0,4,6.2,230.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'dermatological', 'systemic']"
1499,Osteoarthritis,271,0.0,4,3.9,13.0,"['allergic', 'neurological', 'muscle_pain', 'dermatological']"
1765,Osteoarthritis,190,0.0,4,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'weight_appetite', 'blood_pressure']"
1780,Osteoarthritis,175,0.0,1,0.0,0.0,"['allergic', 'muscle_pain']"
1782,Osteoarthritis,259,0.0,4,0.0,0.0,"['allergic', 'muscle_pain', 'dermatological']"
1806,Osteoarthritis,259,0.0,4,6.2,39.0,"['allergic', 'muscle_pain', 'dermatological']"
1859,Osteoarthritis,271,0.0,4,5.8,60.0,"['allergic', 'neurological', 'muscle_pain', 'dermatological']"
1890,Osteoarthritis,259,0.0,4,0.0,0.0,"['allergic', 'cardiovascular', 'dermatological', 'systemic']"
1902,Osteoarthritis,190,0.0,3,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'vision', 'weight_appetite', 'blood_pressure']"
2022,Osteoarthritis,193,0.0,4,0.0,0.0,"['gastrointestinal', 'allergic', 'muscle_pain', 'cardiovascular']"
2213,Osteoarthritis,193,0.0,4,0.0,0.0,"['gastrointestinal', 'allergic', 'muscle_pain', 'cardiovascular']"
2258,Osteoarthritis,190,0.0,2,0.0,0.0,"['allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'vision', 'weight_appetite', 'blood_pressure']"
2259,Osteoarthritis,193,0.0,4,0.0,0.0,"['gastrointestinal', 'allergic', 'muscle_pain', 'cardiovascular']"
2345,Osteoarthritis,259,0.0,4,6.1,38.0,"['allergic', 'muscle_pain', 'dermatological']"
2367,Osteoarthritis,259,0.0,4,0.0,0.0,"['allergic', 'muscle_pain', 'dermatological']"
2410,Osteoarthritis,175,0.0,1,9.0,1.0,"['allergic', 'muscle_pain']"
2479,Osteoarthritis,271,0.0,4,6.1,7.0,"['allergic', 'muscle_pain', 'dermatological', 'blood_pressure']"
2586,Osteoarthritis,190,0.0,2,10.0,1.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'vision', 'weight_appetite', 'blood_pressure']"
2650,Osteoarthritis,259,0.0,4,9.0,7.0,"['allergic', 'cardiovascular', 'dermatological', 'systemic']"
2892,Osteoarthritis,175,0.0,1,0.0,0.0,"['allergic', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic']"
2893,Osteoarthritis,175,0.0,1,0.0,0.0,"['allergic', 'cardiovascular', 'dermatological', 'systemic']"
153,Osteoporosis,85,97.0,2,2.5,106.0,"['gastrointestinal', 'allergic', 'muscle_pain', 'cardiovascular', 'blood_pressure']"
2201,Osteoporosis,172,86.0,5,2.7,332.0,"['allergic', 'neurological', 'renal', 'muscle_pain', 'dermatological', 'systemic', 'blood_pressure']"
1346,Osteoporosis,85,58.0,2,2.4,55.0,"['gastrointestinal', 'allergic', 'muscle_pain', 'cardiovascular', 'blood_pressure']"
585,Osteoporosis,272,51.0,2,9.0,5.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular']"
922,Osteoporosis,172,39.0,5,2.7,337.0,"['allergic', 'neurological', 'renal', 'muscle_pain', 'dermatological', 'systemic', 'blood_pressure']"
517,Osteoporosis,85,34.0,2,3.3,73.0,"['allergic', 'muscle_pain', 'cardiovascular', 'systemic', 'blood_pressure']"
93,Osteoporosis,85,31.0,2,3.1,19.0,"['allergic', 'muscle_pain', 'cardiovascular', 'blood_pressure']"
1243,Osteoporosis,172,31.0,6,4.8,5.0,"['neurological', 'muscle_pain', 'cardiovascular', 'vision', 'blood_pressure']"
1345,Osteoporosis,199,25.0,2,5.2,145.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'weight_appetite']"
2250,Osteoporosis,85,24.0,3,5.1,174.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'systemic', 'blood_pressure']"
1244,Osteoporosis,134,21.0,5,6.3,8.0,"['allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'vision', 'blood_pressure']"
597,Osteoporosis,272,15.0,2,9.0,2.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular']"
740,Osteoporosis,272,12.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular']"
2297,Osteoporosis,85,12.0,2,2.9,56.0,"['allergic', 'muscle_pain', 'cardiovascular', 'blood_pressure']"
596,Osteoporosis,30,11.0,4,0.0,0.0,"['allergic', 'cardiovascular', 'dermatological', 'systemic']"
590,Osteoporosis,155,10.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'weight_appetite', 'blood_pressure']"
1511,Osteoporosis,85,10.0,2,3.3,87.0,"['allergic', 'muscle_pain', 'cardiovascular', 'systemic', 'blood_pressure']"
2239,Osteoporosis,134,10.0,5,4.9,12.0,"['allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'vision', 'blood_pressure']"
2172,Osteoporosis,114,9.0,5,10.0,3.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'vision', 'weight_appetite', 'blood_pressure']"
355,Osteoporosis,85,8.0,2,4.7,3.0,"['allergic', 'muscle_pain', 'cardiovascular', 'blood_pressure']"
580,Osteoporosis,92,8.0,2,4.1,9.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain']"
2881,Osteoporosis,85,7.0,3,3.3,13.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'systemic', 'blood_pressure']"
2540,Osteoporosis,199,6.0,2,5.1,149.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'weight_appetite']"
2876,Osteoporosis,85,5.0,3,4.8,244.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'systemic', 'blood_pressure']"
154,Osteoporosis,85,4.0,2,0.0,0.0,"['allergic', 'muscle_pain', 'cardiovascular']"
1347,Osteoporosis,85,4.0,2,0.0,0.0,"['allergic', 'muscle_pain', 'cardiovascular']"
500,Osteoporosis,85,3.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'muscle_pain', 'cardiovascular', 'blood_pressure']"
1821,Osteoporosis,92,3.0,2,1.0,1.0,"['allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'blood_pressure']"
2691,Osteoporosis,199,3.0,6,4.2,81.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'weight_appetite', 'blood_pressure']"
70,Osteoporosis,85,2.0,3,4.3,25.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'systemic', 'weight_appetite', 'blood_pressure']"
2175,Osteoporosis,227,2.0,5,9.0,1.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'mental_health', 'vision', 'blood_pressure']"
7,Osteoporosis,199,1.0,6,4.1,84.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'weight_appetite', 'blood_pressure']"
582,Osteoporosis,272,1.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular']"
591,Osteoporosis,155,1.0,2,0.0,0.0,"['allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic']"
592,Osteoporosis,155,1.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'weight_appetite', 'blood_pressure']"
593,Osteoporosis,155,1.0,4,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'weight_appetite', 'blood_pressure']"
832,Osteoporosis,114,1.0,5,10.0,4.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'vision', 'weight_appetite', 'blood_pressure']"
2032,Osteoporosis,274,1.0,2,0.0,1.0,"['allergic', 'cardiovascular', 'dermatological', 'systemic']"
432,Osteoporosis,227,0.0,5,5.5,2.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'vision', 'weight_appetite', 'blood_pressure']"
575,Osteoporosis,155,0.0,2,0.0,0.0,"['allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic']"
576,Osteoporosis,155,0.0,2,0.0,0.0,"['allergic', 'cardiovascular', 'dermatological', 'systemic']"
581,Osteoporosis,155,0.0,2,0.0,0.0,"['allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic']"
833,Osteoporosis,227,0.0,5,9.0,1.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'mental_health', 'vision', 'blood_pressure']"
1079,Osteoporosis,227,0.0,5,5.5,2.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'vision', 'weight_appetite', 'blood_pressure']"
1223,Osteoporosis,114,0.0,5,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'vision', 'weight_appetite', 'blood_pressure']"
1226,Osteoporosis,114,0.0,5,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'vision', 'weight_appetite', 'blood_pressure']"
1779,Osteoporosis,114,0.0,5,0.0,0.0,"['allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'mental_health', 'vision', 'blood_pressure']"
1998,Osteoporosis,114,0.0,5,0.0,0.0,['other']
2031,Osteoporosis,274,0.0,2,0.0,0.0,"['allergic', 'cardiovascular', 'dermatological', 'systemic']"
2033,Osteoporosis,274,0.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular']"
2058,Osteoporosis,272,0.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular']"
2155,Osteoporosis,155,0.0,4,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'weight_appetite', 'blood_pressure']"
2173,Osteoporosis,114,0.0,5,0.0,0.0,['other']
2174,Osteoporosis,227,0.0,5,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'mental_health', 'vision', 'blood_pressure']"
2316,Osteoporosis,172,0.0,6,5.8,6.0,"['neurological', 'muscle_pain', 'cardiovascular', 'vision', 'blood_pressure']"
2712,Osteoporosis,272,0.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular']"
2052,Pain,194,52.0,4,8.4,456.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'weight_appetite']"
28,Pain,157,51.0,2,6.1,58.0,"['allergic', 'muscle_pain', 'liver', 'dermatological', 'weight_appetite']"
1489,Pain,69,46.0,2,5.5,188.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'weight_appetite']"
2671,Pain,157,43.0,2,6.6,16.0,"['allergic', 'muscle_pain', 'liver', 'dermatological', 'weight_appetite']"
1797,Pain,194,41.0,2,8.7,166.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'weight_appetite']"
55,Pain,181,40.0,2,6.2,743.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'sleep_disorder', 'weight_appetite']"
1014,Pain,194,40.0,2,8.2,245.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'sexual_health', 'weight_appetite']"
555,Pain,194,37.0,2,6.3,139.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'sleep_disorder', 'weight_appetite']"
2053,Pain,194,35.0,4,8.8,194.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'weight_appetite']"
554,Pain,194,34.0,2,10.0,4.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'vision', 'weight_appetite']"
2104,Pain,181,33.0,2,8.7,186.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'sleep_disorder', 'vision', 'weight_appetite']"
2072,Pain,157,30.0,2,4.6,9.0,"['gastrointestinal', 'allergic', 'renal', 'muscle_pain', 'liver', 'dermatological', 'weight_appetite']"
1629,Pain,190,22.0,2,6.5,389.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'vision', 'weight_appetite', 'blood_pressure']"
2701,Pain,194,21.0,2,6.0,121.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'weight_appetite']"
57,Pain,181,19.0,2,8.2,438.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'weight_appetite']"
920,Pain,194,17.0,2,9.6,70.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'weight_appetite']"
1983,Pain,194,17.0,2,6.2,270.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'weight_appetite']"
1494,Pain,194,12.0,2,8.0,292.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'weight_appetite']"
2323,Pain,194,12.0,4,9.0,28.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'weight_appetite']"
2674,Pain,157,11.0,2,5.0,4.0,"['allergic', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic']"
1862,Pain,194,10.0,2,8.0,170.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'weight_appetite']"
1285,Pain,194,8.0,2,8.1,29.0,"['allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'mental_health']"
2170,Pain,121,7.0,2,6.6,160.0,"['allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'systemic', 'sleep_disorder', 'mental_health', 'vision', 'weight_appetite', 'diabetes']"
60,Pain,181,6.0,2,6.9,54.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'sleep_disorder', 'weight_appetite']"
1490,Pain,181,6.0,2,8.6,74.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'sleep_disorder', 'weight_appetite', 'blood_pressure']"
1284,Pain,194,5.0,2,8.2,179.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'weight_appetite']"
2056,Pain,194,5.0,2,7.9,216.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'weight_appetite']"
2515,Pain,194,5.0,2,6.2,413.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'weight_appetite']"
2672,Pain,157,5.0,2,8.0,8.0,"['allergic', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic']"
212,Pain,157,4.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'muscle_pain', 'dermatological', 'systemic', 'weight_appetite', 'blood_pressure']"
324,Pain,274,4.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'muscle_pain', 'dermatological', 'systemic', 'weight_appetite', 'blood_pressure']"
1290,Pain,157,4.0,2,10.0,1.0,"['gastrointestinal', 'allergic', 'muscle_pain', 'dermatological', 'systemic', 'weight_appetite']"
1306,Pain,258,4.0,2,7.2,83.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'weight_appetite', 'blood_pressure']"
1753,Pain,157,4.0,2,0.0,0.0,"['allergic', 'muscle_pain', 'liver', 'dermatological', 'weight_appetite']"
1783,Pain,194,4.0,2,9.5,93.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'weight_appetite']"
1872,Pain,194,4.0,2,8.3,43.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'weight_appetite']"
0,Pain,274,3.0,2,0.0,0.0,['other']
10,Pain,157,3.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'muscle_pain', 'dermatological', 'systemic', 'weight_appetite', 'blood_pressure']"
27,Pain,157,3.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'muscle_pain', 'dermatological', 'weight_appetite']"
82,Pain,157,3.0,2,0.0,0.0,"['allergic', 'muscle_pain', 'liver', 'dermatological', 'weight_appetite']"
87,Pain,157,3.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'muscle_pain', 'dermatological', 'systemic', 'weight_appetite', 'blood_pressure']"
88,Pain,157,3.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'muscle_pain', 'dermatological', 'systemic', 'weight_appetite', 'blood_pressure']"
119,Pain,190,3.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'sleep_disorder', 'mental_health', 'vision', 'hearing', 'weight_appetite', 'blood_pressure']"
122,Pain,190,3.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'sleep_disorder', 'mental_health', 'vision', 'hearing', 'weight_appetite', 'blood_pressure']"
124,Pain,190,3.0,2,0.0,0.0,['other']
